,index,City Name,Country Code,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind-Speed,Wind-Direction
90,2194,Chunskiy,ru,56.08,99.63,60.96,38,0,4.16,261.008
91,1253,Buraydah,sa,26.33,43.97,91.4,24,0,10.29,130
92,1576,Bodrum,tr,37.04,27.43,72.48,56,0,4.7,110
93,1927,Makarov,ru,48.62,142.78,45.93,91,92,4.27,3.00812
94,2240,Boguchany,ru,58.38,97.46,59.34,36,64,7.4,206.508
95,1208,Tula,mx,18.59,-95.38,77.07,94,80,3.94,355.008
96,670,Trairi,br,-3.28,-39.27,79.5,100,80,17.13,124.008
97,1990,Revelstoke,ca,50.99,-118.19,71.6,33,75,14.99,30
98,1888,Causapscal,ca,48.35,-67.23,40.35,81,0,5.28,317.508
99,582,Itaituba,br,-4.26,-55.99,75.54,92,44,1.59,18.0081
100,2215,Tananger,no,58.94,5.59,57.99,52,0,3.36,90
101,601,Micheweni,tz,-4.97,39.83,76.8,100,92,16.8,201.008
102,2259,Lindas,no,60.74,5.16,55.74,59,0,2.15,35.5081
103,663,Sao Gabriel Da Cachoeira,br,-0.13,-67.09,72.57,98,92,2.15,230.008
104,2110,La Ronge,ca,55.1,-105.3,50,100,90,3.36,60
105,357,Cap Malheureux,mu,-19.98,57.61,80.6,69,75,16.11,100
106,1912,Shubarshi,kz,48.59,57.19,68.34,45,64,22.95,9.00812
107,916,Wa,gh,10.06,-2.51,73.11,92,36,7.4,254.508
108,854,Taganak,ph,6.08,118.3,89.6,66,75,6.93,90
109,2137,Barabinsk,ru,55.35,78.35,41.52,100,100,19.26,65.5081
110,106,Beloha,mg,-25.17,45.06,71.76,83,0,4.16,320.008
111,1417,Jesup,us,31.61,-81.89,73.98,88,1,4.94,196.508
112,2266,Podporozhye,ru,60.91,34.16,65.82,33,0,10.98,250.008
113,919,Jos,ng,9.92,8.9,70.23,91,0,7.18,230.508
114,2150,Chumikan,ru,54.72,135.31,60.78,48,0,4.16,259.008
115,647,Kualakapuas,id,-3.01,114.39,86.7,82,48,3.38,353.508
116,1223,Gaurela,in,22.75,81.9,103.71,27,0,5.17,135.508
117,2424,Alta,no,69.97,23.27,48.52,98,75,11.41,290
118,1657,Sitka,us,37.17,-99.65,66.72,67,0,4.5,140.008
119,1668,Huntington,us,40.87,-73.43,70.34,88,1,9.17,220
120,439,Huacho,pe,-11.11,-77.61,56.19,94,24,1.92,123.508
121,1348,Tezu,in,27.93,96.16,66.18,97,92,1.7,33.0081
122,2284,Berdigestyakh,ru,62.1,126.7,70.86,31,0,6.73,309.008
123,144,Northam,au,-31.65,116.67,64.4,68,90,23.04,250
124,711,Makokou,ga,0.56,12.85,73.47,96,92,2.71,314.008
125,398,Samarai,pg,-10.62,150.67,77.79,100,92,25.75,120.008
126,1902,Matranovak,hu,48.04,19.98,61.77,98,88,3.6,36.5081
127,2448,Batsfjord,no,70.63,29.72,43.23,92,24,36.93,266.508
128,1785,Figeac,fr,44.61,2.03,62.56,63,0,19.46,130
129,2343,Lukovetskiy,ru,64.29,41.92,66.2,42,20,11.18,300
130,1047,Mindelo,cv,16.89,-24.98,68.52,100,12,12.1,34.0081
131,2438,Skjervoy,no,70.03,20.97,42.24,92,88,32.35,263.508
132,1791,Bradesti,ro,44.48,23.63,71.6,64,0,3.36,360
133,1943,Matagami,ca,49.76,-77.63,42.8,87,20,4.7,340
134,555,Mbuji-Mayi,cd,-6.13,23.6,70.95,81,0,2.71,174.508
135,2350,Aksarka,ru,66.56,67.8,30.09,100,0,7.4,252.008
136,1778,Lakefield,ca,44.42,-78.27,68.23,68,40,5.82,200
137,2152,Magadan,ru,59.56,150.8,53.6,50,48,11.18,110
138,4,Ushuaia,ar,-54.81,-68.31,34.86,100,80,3.6,341.508
139,2095,Zeya,ru,53.74,127.27,62.76,36,0,3.27,42.0081
140,434,Honiara,sb,-9.43,159.96,86,70,20,10.29,110
141,1688,Hendek,tr,40.8,30.75,69.8,88,75,3.15,345.508
142,158,Quarai,br,-30.39,-56.45,45.75,88,0,10.76,67.0081
143,2173,Jurmala,lv,56.97,23.77,68,60,0,4.7,160
144,1777,Kincardine,ca,44.18,-81.63,52.86,63,56,12.77,223.508
145,141,Graaff-Reinet,za,-32.25,24.53,47.46,95,92,3.38,341.508
146,1697,Pop,uz,40.87,71.1,86,20,0,4.7,160
147,1320,Port Lavaca,us,28.61,-96.63,77.63,88,1,5.82,180
148,977,Nileshwar,in,12.25,75.1,89.67,86,88,15.68,301.008
149,306,San Joaquin,bo,-16.38,-58.39,61.41,80,0,2.71,166.008
150,550,Cabedelo,br,-6.97,-34.84,71.6,94,0,4.7,200
151,8,Port Alfred,za,-33.59,26.89,60.33,100,92,4.38,81.5081
152,529,Jatiroto,id,-7.61,109.46,82.47,92,64,14,130.508
153,2361,Barrow,us,39.51,-90.4,69.93,100,1,5.82,190
154,2392,Verkhoyansk,ru,67.55,133.39,56.55,35,88,7.96,347.008
155,2114,Campbeltown,gb,55.43,-5.61,58.84,55,24,20.8,80
156,686,Samarinda,id,-0.5,117.14,85.98,78,56,2.37,209.008
157,1759,Hovd,mn,48.01,91.64,68.16,18,0,5.84,127.008
158,2028,Pospelikha,ru,51.99,81.83,72.93,66,8,20.49,202.008
159,1083,Lompoc,us,34.64,-120.46,52.52,93,1,8.19,324.008
160,2064,Bremervorde,de,53.48,9.13,61.72,72,20,10.29,90
161,1964,Kamyshin,ru,50.08,45.4,58.89,42,0,24.85,45.5081
162,2248,Talaya,ru,55.79,84.89,43.77,100,92,5.73,37.5081
163,263,Broome,au,-17.97,122.23,82.4,65,0,9.17,290
164,2330,Sinegorye,ru,62.09,150.53,37.74,91,8,2.04,98.5081
165,712,Ouesso,cg,1.61,16.05,74.55,90,32,3.15,334.008
166,2401,Clyde River,ca,70.47,-68.59,23,92,90,12.75,330
167,1989,Williams Lake,ca,52.13,-122.14,46.4,75,20,9.17,320
168,616,Coahuayana,mx,18.62,-100.35,67.8,76,8,1.7,258.508
169,710,Cocobeach,ga,1.01,9.58,73.56,88,68,2.59,341.508
170,2408,Kautokeino,no,69.01,23.04,42.87,55,64,14.12,279.508
171,1245,Los Llanos De Aridane,es,28.66,-17.92,60.8,77,20,3.36,310
172,209,Port Hedland,au,-20.31,118.58,84.2,51,90,12.75,240
173,1919,Ulaanbaatar,mn,47.92,106.92,53.6,20,75,17.9,300
174,2119,Dragor,dk,55.59,12.67,60.8,67,40,6.93,30
175,810,Pundaguitan,ph,6.37,126.17,85.26,99,24,5.39,90.0081
176,2066,Polczyn-Zdroj,pl,53.76,16.1,64.11,82,0,4.72,124.508
177,2097,Mnogovershinnyy,ru,53.94,139.92,59.7,49,0,2.71,292.508
178,1006,Niamey,ne,13.52,2.11,80.6,54,0,9.17,180
179,948,Puerto El Triunfo,sv,13.27,-88.55,75.2,94,0,4.7,10
180,1739,Spoleto,it,42.74,12.74,65.34,93,20,4.7,20
181,1312,Sanming,cn,26.24,117.6,90.39,55,76,3.38,256.508
182,2274,Sovetskiy,ru,56.76,48.47,48.99,61,0,9.53,21.5081
183,611,Arawa,pg,-6.23,155.57,81.57,96,56,3.94,91.0081
184,116,Rio Cuarto,ar,-33.13,-64.35,48.2,81,0,9.17,360
185,932,Madurai,in,9.93,78.11,89.6,59,40,2.59,160.008
186,216,Pozo Colorado,py,-23.49,-58.8,59.07,84,68,4.16,124.508
187,1973,Semey,kz,50.41,80.25,80.85,40,8,9.64,215.508
188,864,Ejido,ve,8.55,-71.24,57.36,98,76,1.59,130.008
189,52,Te Anau,nz,-45.41,167.72,39.9,98,88,4.16,249.008
190,1878,Gravelbourg,ca,49.88,-106.56,62.76,46,0,2.82,314.508
191,1600,Sakaiminato,jp,35.55,133.23,79.65,10,20,6.93,30
192,1530,Sabzevar,ir,36.21,57.68,79.5,25,32,2.15,89.5081
193,1080,Pandan,ph,11.72,122.09,86.79,97,0,13.22,74.5081
194,341,Piracanjuba,br,-17.3,-49.02,58.8,94,0,6.96,64.5081
195,2422,Andenes,no,69.31,16.12,44.6,75,76,28.86,260
196,653,Kavieng,pg,-2.57,150.8,86.34,100,64,9.64,81.0081
197,2133,Mishkino,ru,56.22,46.62,48.2,29,0,13.42,30
198,597,Kasongo,cd,-4.43,26.67,77.79,51,0,3.04,317.008
199,1813,Plastun,ru,44.76,136.29,62.04,57,24,2.15,269.008
200,1545,Nagahama,jp,35.49,136.29,78.51,42,0,2.37,243.508
201,559,Lugoba,tz,-6.46,38.33,76.71,86,8,3.6,204.008
202,354,Tsiroanomandidy,mg,-18.77,46.05,63.21,63,0,4.05,118.508
203,2403,Kangaatsiaq,gl,68.31,-53.46,27.75,91,0,11.99,327.508
204,2210,Nuuk,gl,64.17,-51.74,32,100,36,12.75,190
205,1823,Dickinson,us,46.88,-102.79,66.36,48,0,10.42,255.008
206,1121,Wanning,cn,18.8,110.4,87.42,90,0,16.58,205.508
207,1347,Tawang,in,27.58,91.87,54.57,82,80,1.59,247.508
208,1326,Guimar,es,28.3,-16.43,60.01,93,75,17.22,320
209,174,Pisco,pe,-13.71,-76.2,64.4,88,90,5.82,220
210,2363,Inuvik,ca,68.36,-133.71,28.4,92,90,11.41,290
211,1891,Harbour Breton,ca,47.48,-55.8,40.98,94,92,4.83,138.008
212,2084,Kytmanovo,ru,53.46,85.45,65.37,98,32,13.22,241.508
213,1588,Jurm,af,36.86,70.83,47.64,42,12,0.47,294.008
214,1186,Dhule,in,20.9,74.77,102.27,32,0,14.34,310.508
215,515,Pitimbu,br,-7.47,-34.81,71.6,94,0,4.7,200
216,824,Sinnamary,gf,5.38,-52.96,78.24,100,92,9.19,107.008
217,78,Victor Harbor,au,-35.55,138.62,73.4,25,0,12.75,50
218,2238,Teguldet,ru,57.31,88.17,48.72,75,92,3.6,335.008
219,1765,Iwanai,jp,42.97,140.51,51.96,89,0,6.62,303.008
220,2109,Meadow Lake,ca,54.13,-108.44,57.99,87,0,5.28,111.008
221,716,Kagadi,ug,0.95,30.8,74.1,100,36,1.92,102.508
222,1008,Zinder,ne,13.81,8.99,80.6,54,0,6.93,220
223,2216,Ulefoss,no,59.29,9.26,62.6,51,0,11.41,360
224,1642,Balkanabat,tm,39.51,54.36,90.3,10,36,0.69,213.508
225,897,Balabac,ph,7.99,117.06,86.97,99,20,8.75,109.008
226,596,Lusambo,cd,-4.97,23.44,75,87,0,0.47,315.008
227,1357,Muroto,jp,33.37,134.14,71.6,73,75,3.36,210
228,1699,Kyzyl-Suu,kg,42.34,78,60.24,67,0,2.48,243.008
229,2269,Udimskiy,ru,61.14,45.92,56.19,42,92,16.02,239.508
230,1847,Vultureni,ro,46.4,27.27,68,64,0,11.41,350
231,1822,Billings,us,45.79,-108.5,71.6,53,20,5.82,130
232,1601,Wajima,jp,37.4,136.9,73.4,46,0,9.17,70
233,2340,Kajaani,fi,64.22,27.73,59,58,0,10.29,270
234,775,Makakilo City,us,21.35,-158.09,75.29,88,75,6.93,90
235,880,Ouadda,cf,8.07,22.4,69.24,100,64,4.83,170.008
236,2339,Raahe,fi,64.68,24.47,59,47,0,13.87,320
237,674,Owando,cg,-0.49,15.91,75.63,86,8,3.04,277.508
238,2364,Sisimiut,gl,66.94,-53.67,28.29,98,36,1.81,8.00812
239,2030,Tashtyp,ru,52.8,89.89,53.4,97,92,5.84,229.008
240,1307,Khonsa,in,26.99,95.51,75.72,91,88,2.15,350.508
241,587,Beberibe,br,-4.18,-38.13,77,100,40,8.05,130
242,557,Mpanda,tz,-6.34,31.07,70.77,59,44,8.63,115.008
243,2052,Shellbrook,ca,53.22,-106.39,57.2,100,90,4.7,70
244,1598,Binzhou,cn,37.38,117.96,84.36,63,56,4.38,185.508
245,1873,Ketchikan,us,55.34,-131.65,46.94,93,90,9.17,140
246,441,Iberia,pe,-11.41,-69.49,67.62,91,0,2.04,185.008
247,1808,Chifeng,cn,42.27,118.96,73.29,52,64,4.94,23.5081
248,136,Parana,ar,-31.73,-60.52,48.09,89,0,9.08,21.0081
249,1599,Wencheng,cn,27.79,120.09,88.86,57,64,3.49,279.008
250,2142,Nizhniy Ingash,ru,56.2,96.53,58.89,56,80,10.2,227.008
251,2054,The Pas,ca,53.82,-101.24,48.2,100,90,2.24,350
252,1948,Springdale,ca,49.5,-56.06,35.4,97,68,11.77,135.508
253,703,Carutapera,br,-1.2,-46.02,77.34,97,80,5.73,85.5081
254,346,Maceio,br,-9.67,-35.74,71.6,94,75,3.36,320
255,2012,Koluszki,pl,51.74,19.82,64.4,77,0,6.93,90
256,1373,Ponta Delgada,pt,37.73,-25.67,59,82,40,4.7,360
257,1149,Nirmal,in,19.09,78.35,104.88,25,0,8.19,354.008
258,1666,Ottumwa,us,41.02,-92.41,71.29,88,75,10.29,180
259,530,Banyuwangi,id,-8.21,114.37,79.32,96,92,6.17,149.008
260,125,Saint-Joseph,re,-21.37,55.62,80.42,48,0,4.7,310
261,715,Wamba,cd,2.14,27.99,69.87,96,68,3.04,41.0081
262,165,Yulara,au,-25.24,130.99,82.4,18,88,4.7,30
263,411,Porangatu,br,-13.44,-49.14,70.77,70,56,9.53,138.508
264,2318,Novoagansk,ru,61.94,76.66,36.39,54,68,7.52,317.008
265,454,Mwinilunga,zm,-11.73,24.43,60.06,74,0,4.16,112.508
266,2323,Almaznyy,ru,48.03,40.04,64.02,44,56,19.93,57.0081
267,1487,Shupiyan,in,33.72,74.83,66.09,32,80,1.03,9.50812
268,1468,Camacha,pt,33.08,-16.33,61.41,55,75,14.99,360
269,399,Kirakira,sb,-10.46,161.92,77.52,100,92,8.3,159.008
270,1839,Challans,fr,46.85,-1.88,60.19,93,24,10.29,50
271,1498,Kumano,jp,34.34,132.59,73.94,53,20,4.7,220
272,2439,Hammerfest,no,70.66,23.68,41,80,75,33.33,240
273,1868,Yilan,cn,43.11,129.52,59.88,72,20,5.39,135.508
274,1275,Guadalupe Y Calvo,mx,26.09,-106.96,55.83,61,0,1.7,288.008
275,1111,Vite,in,17.28,74.55,93,43,0,12.1,334.008
276,1220,Wankaner,in,22.62,70.95,102.09,28,0,13.67,292.008
277,205,Ampanihy,mg,-24.69,44.75,71.58,63,0,4.72,336.008
278,145,Port Augusta,au,-32.49,137.76,75.2,31,68,18.34,350
279,1933,Nakusp,ca,50.24,-117.8,60.24,38,76,1.7,252.508
280,2230,Is,ru,58.79,59.72,45.39,42,12,9.53,10.0081
281,1252,Umm Lajj,sa,25.02,37.27,89.4,53,12,5.95,323.008
282,42,Comodoro Rivadavia,ar,-45.87,-67.48,59,47,0,23.04,320
283,1033,Cabadiangan,ph,10.45,123.98,91.4,59,20,9.17,50
284,217,San Estanislao,py,-24.67,-56.44,64.2,85,64,6.17,60.0081
285,496,Bima,id,-8.45,118.73,86.34,70,20,4.38,139.008
286,459,Moroni,km,-11.7,43.26,84.2,62,20,8.05,140
287,1087,San Ignacio,bz,17.16,-89.07,72.84,95,12,2.59,240.508
288,2415,Talnakh,ru,69.49,88.39,30.99,100,48,17.25,171.508
289,1246,Tiznit,ma,29.7,-9.73,60.15,96,92,1.81,249.508
290,522,Manono,cd,-7.3,27.4,76.98,52,0,3.15,202.508
291,1706,Chengde,cn,40.97,117.93,79.68,51,88,7.18,276.508
292,1101,Agadez,ne,16.97,7.99,87.8,52,0,9.17,260
293,104,Montevideo,uy,-34.83,-56.17,48.2,87,0,8.05,30
294,1250,Asyut,eg,27.18,31.19,78.6,55,0,4.38,296.008
295,2111,Flin Flon,ca,54.77,-101.88,53.67,84,100,4.83,51.5081
296,1590,Shache,cn,38.42,77.24,75,28,0,5.61,346.508
297,845,Moratuwa,lk,6.77,79.88,78.8,88,40,12.75,230
298,1318,Ocampo,mx,27.32,-102.4,68.79,48,0,4.61,105.508
299,1154,Dok Kham Tai,th,19.16,99.99,87.42,70,12,7.18,186.508
300,649,Manokwari,id,-0.87,134.08,85.44,94,8,8.97,82.0081
301,339,Pocone,br,-16.26,-56.62,61.59,80,0,2.71,231.508
302,2200,Chulman,ru,56.84,124.9,65.37,43,0,3.6,152.508
303,1704,Hohhot,cn,40.81,111.65,64.56,22,64,10.65,298.008
304,1486,Hangu,pk,33.53,71.06,96.8,25,40,6.93,50
305,2115,Ashington,gb,55.18,-1.57,51.8,93,40,8.05,30
306,1193,Mae Sai,th,20.43,99.88,87.8,66,40,3.36,130
307,82,Kiama,au,-34.67,150.86,68,56,0,8.05,80
308,1209,Miramar,mx,20.64,-103.45,73.4,43,40,5.82,260
309,1905,Pidhorodna,ua,48.11,30.89,68.79,62,12,14.34,48.5081
310,752,Sangmelima,cm,2.93,11.98,69.42,98,76,2.82,336.508
311,733,Acapulco,mx,16.86,-99.88,82.4,78,5,5.82,290
312,1880,Boissevain,ca,49.23,-100.06,60.8,67,1,8.05,230
313,243,Calama,cl,-22.46,-68.93,48.2,18,0,18.34,110
314,1774,Red Wing,us,44.56,-92.53,65.55,77,1,2.59,162.508
315,2289,Dukat,ru,62.55,155.55,42.96,72,48,3.6,189.508
316,1166,Colon,mx,20.8,-100.05,62.6,59,40,2.37,27.5081
317,1792,Perieti,ro,44.4,24.55,71.6,64,0,3.36,360
318,1431,Ashdod,il,31.8,34.65,76.08,65,0,5.82,10
319,568,Ambon,id,-3.7,128.18,80.13,100,76,4.27,196.008
320,2262,Bollnas,se,61.35,16.39,66.36,49,56,4.38,31.5081
321,904,Nicoya,cr,10.15,-85.45,77,94,75,2.24,140
322,921,Bousso,td,10.48,16.71,77.7,79,8,7.18,193.008
323,1673,Liverpool,ca,44.04,-64.71,55.11,74,88,16.69,239.508
324,570,Kiunga,pg,-6.12,141.3,83.1,82,88,2.71,152.008
325,1930,Prince Rupert,ca,54.32,-130.32,46.4,93,90,4.7,110
326,1234,Taitung,tw,22.76,121.15,91.4,59,0,6.93,100
327,1597,Tangshan,cn,39.63,118.17,85.26,54,56,13.78,218.508
328,1833,Woodstock,ca,43.13,-80.75,64.87,55,20,6.93,210
329,427,Sambava,mg,-14.27,50.17,77.52,100,20,17.25,179.508
330,235,Biloela,au,-24.4,150.51,67.89,63,44,14.45,112.508
331,2074,Podstepki,ru,53.52,49.14,48.2,71,40,22.37,360
332,228,Phalaborwa,za,-23.95,31.14,64.74,84,0,8.86,155.008
333,900,Silae,ph,8.16,125.3,80.76,88,48,5.5,78.5081
334,1176,Taoudenni,ml,22.68,-3.98,86.7,24,80,13.44,21.0081
335,19,Saint-Philippe,re,-21.36,55.77,80.47,48,0,4.7,310
336,1995,Dauphin,ca,51.15,-100.04,60.8,100,90,4.7,330
337,2141,Ovsyanka,ru,53.58,126.91,67.62,32,0,3.71,19.5081
338,159,Cachoeira Do Sul,br,-30.05,-52.89,40.8,85,0,3.15,104.508
339,1102,Bilma,ne,18.69,12.92,80.04,18,0,10.54,26.5081
340,2329,Myaundzha,ru,63.05,147.18,52.68,51,20,3.71,297.008
341,45,Viedma,ar,-40.81,-62.99,53.67,75,12,14.45,338.008
342,2378,Umba,ru,66.69,34.34,53.4,60,0,8.41,277.008
343,664,Barcelos,br,-0.97,-62.93,73.11,99,92,2.48,67.5081
344,1361,Isla Vista,us,34.41,-119.86,56.84,87,1,4.7,280
345,867,Fort Wellington,gy,6.4,-57.6,78.96,100,88,12.1,85.5081
346,2181,Igra,ru,57.55,53.1,47.46,45,0,14,16.5081
347,1281,Saint Pete Beach,us,27.73,-82.74,73.99,88,1,14.99,160
348,1506,Elk City,us,35.41,-99.4,70.39,77,1,6.93,100
349,1181,Abu Dhabi,ae,24.47,54.37,94.14,38,0,9.17,150
350,1070,Yarada,in,17.65,83.27,85.44,100,36,5.61,183.008
351,1440,Chaman,pk,30.92,66.45,79.14,17,0,8.41,257.008
352,13,New Norfolk,au,-42.78,147.06,53.6,66,20,5.82,130
353,2291,Anadyr,ru,64.73,177.51,35.6,94,0,6.71,320
354,420,Mpongwe,zm,-13.51,28.16,63.84,65,0,8.75,114.008
355,1679,Santa Marta De Tormes,es,40.95,-5.63,43.41,90,36,3.04,131.508
356,887,Garowe,so,8.41,48.48,90.84,37,0,21.83,237.508
357,762,Kudahuvadhoo,mv,2.67,72.89,81.39,100,56,14.9,271.008
358,525,Utete,tz,-7.99,38.76,79.77,68,0,3.6,185.508
359,821,Ciudad Bolivar,ve,8.12,-63.55,80.67,66,68,7.18,66.5081
360,12,Albany,au,-35.02,117.88,62.22,73,92,24.85,243.508
361,698,Mitu,co,1.2,-70.17,72.12,100,92,1.92,315.008
362,25,Souillac,mu,-20.52,57.52,80.6,69,75,16.11,100
363,298,Neiafu,to,-18.65,-173.98,78.8,94,75,7.63,76.0081
364,1410,Puerto Palomas,mx,31.77,-107.62,71.6,10,1,6.93,240
365,1249,Jalu,ly,29.03,21.55,73.11,49,0,12.66,354.008
366,687,Luwuk,id,-0.95,122.79,84,82,48,4.16,213.508
367,1941,Manitouwadge,ca,49.12,-85.84,60.51,99,88,6.96,72.5081
368,77,Maldonado,uy,-34.91,-54.96,50,93,0,5.82,10
